iter	RMSE
191	374.9733163
192	374.8424792
193	374.7158648
194	374.6034642
195	374.4876151
196	374.3770276
197	374.2502844
198	374.1300944
199	374.0133348
200	373.8948026
201	373.7600375
202	373.6532408
203	373.5404254
204	373.4175468
205	373.3054242
206	373.1873672
207	373.0788618
208	372.9521046
209	372.8234346
210	372.7038207
211	372.5813793
212	372.4618691
213	372.3447392
214	372.222788
215	372.0979723
216	371.9759904
217	371.8496466
218	371.7328507
219	371.6400765
220	371.5329076
221	371.4089599
222	371.304408
223	371.1788569
224	371.0639993
225	370.9409869
226	370.8183212
227	370.693687
228	370.5728777
229	370.4609146
230	370.3519219
231	370.2297857
232	370.1110825
233	369.9933713
234	369.8705595
235	369.7567509
236	369.6262909
237	369.5116369
238	369.3910873
239	369.2659092
240	369.1385685
241	369.0214581
242	368.8964782
243	368.7764064
244	368.6609385
245	368.5340498
246	368.4163719
247	368.3042278
248	368.2086377
249	368.0942041
250	367.9800655
251	367.8626928
252	367.7410429
253	367.6258045
254	367.5092228
255	367.3932026
256	367.27209
257	367.1568752
258	367.0422974
259	366.9189571
260	366.7996866
261	366.6814418
262	366.5605938
263	366.4439254
264	366.3266526
265	366.219164
266	366.1038086
267	365.9859338
268	365.8777405
269	365.7568213
270	365.6503819
271	365.5345289
272	365.4201556
273	365.3042624
274	365.1884343
275	365.0719003
276	364.9671268
277	364.8626924
278	364.7497628
279	364.6400399
280	364.5075567
281	364.3944646
282	364.2842423
283	364.1665351
284	364.0499439
285	363.9371199
286	363.8270648
287	363.7144857
288	363.5937066
289	363.4756724
290	363.3650775
291	363.23882
292	363.1172253
293	363.0026852
294	362.8871778
295	362.7687099
296	362.6541506
297	362.5424609
298	362.4340255
299	362.3199633
300	362.1996949
301	362.1008928
302	361.995206
303	361.8852545
304	361.7724003
305	361.6619367
306	361.5495478
307	361.4447558
308	361.3303457
309	361.2158534
310	361.10916
311	361.0021809
312	360.8858523
313	360.7720368
314	360.6608279
315	360.5376877
316	360.4258079
317	360.3093659
318	360.1879952
319	360.0744681
320	359.9751705
321	359.8849291
322	359.767483
323	359.655262
324	359.5304367
325	359.4155385
326	359.3000403
327	359.1755856
328	359.0520327
329	358.9303807
330	358.8195407
331	358.7236248
332	358.6181227
333	358.5112311
334	358.4034417
335	358.2915681
336	358.18706
337	358.0694895
338	357.9599826
339	357.8473974
340	357.734106
341	357.6347156
342	357.5288445
343	357.4160923
344	357.2971685
345	357.1882728
346	357.0806453
347	356.9677257
348	356.8462367
349	356.7498274
350	356.6372859
351	356.5233831
352	356.4085729
353	356.2985624
354	356.1952232
355	356.0817508
356	355.96924
357	355.8698325
358	355.7600586
359	355.6500771
360	355.5465556
361	355.428191
362	355.3178772
363	355.208165
364	355.104706
365	354.9920246
366	354.881346
367	354.7689911
368	354.6497546
369	354.5369626
370	354.4184315
371	354.3062613
372	354.2039349
373	354.1006912
374	353.9924666
375	353.8905344
376	353.7746687
377	353.6650744
378	353.5648233
379	353.4509854
380	353.3428738
381	353.2252359
382	353.1171426
383	353.0196749
384	352.9097373
385	352.7957683
386	352.6858813
387	352.5726298
388	352.4563157
389	352.3487476
390	352.2422718
391	352.123141
392	352.0107821
393	351.913233
394	351.79335
395	351.6927969
396	351.5836572
397	351.4704143
398	351.3645283
399	351.2442717
400	351.1323172
401	351.0233145
402	350.9171586
403	350.8066097
404	350.6859725
405	350.5816897
406	350.4928282
407	350.3947276
408	350.2906907
409	350.1700423
410	350.0590973
411	349.975819
412	349.8672256
413	349.7642422
414	349.6561937
415	349.5441637
416	349.4351707
417	349.3351941
418	349.2380507
419	349.1318472
420	349.0216757
421	348.9147651
422	348.7939238
423	348.6825874
424	348.5875221
425	348.4708789
426	348.366107
427	348.2683676
428	348.1611984
429	348.0520236
430	347.9407614
431	347.8449558
432	347.7347602
433	347.6172621
434	347.5100001
435	347.3975283
436	347.2934391
437	347.1897926
438	347.075559
439	346.9636835
440	346.857051
441	346.7529028
442	346.6518072
443	346.544347
444	346.4501604
445	346.3431074
446	346.23483
447	346.1322513
448	346.0163128
449	345.9002781
450	345.7932848
451	345.694838
452	345.6007251
453	345.4918531
454	345.3945925
455	345.2966316
456	345.1927792
457	345.0976131
458	344.9817131
459	344.8917652
460	344.7874786
461	344.6908086
462	344.5805192
463	344.4758984
464	344.369514
465	344.2633415
466	344.1629565
467	344.0700336
468	343.9604434
469	343.8544922
470	343.7530601
471	343.6521697
472	343.5359862
473	343.4390879
474	343.3392813
475	343.2416123
476	343.1250052
477	343.0202651
478	342.9066608
479	342.7898151
480	342.6954835
481	342.5855911
482	342.4844515
483	342.3882563
484	342.272868
485	342.1639342
486	342.0598498
487	341.9433073
488	341.8342832
489	341.7361059
490	341.6407224
491	341.5337232
492	341.4305084
493	341.3139825
494	341.1942284
495	341.0913663
496	340.9985439
497	340.9016753
498	340.7957915
499	340.7053391
500	340.5946865
501	340.483791
502	340.3979105
503	340.2969804
504	340.1892785
505	340.1010228
506	340.0071044
507	339.9063604
508	339.7969743
509	339.6997428
510	339.5917155
511	339.496249
512	339.4004734
513	339.2887695
514	339.1896961
515	339.0803496
516	338.9731819
517	338.866222
518	338.7528008
519	338.6516152
520	338.5538972
521	338.468952
522	338.3595056
523	338.2599385
524	338.1620329
525	338.0552174
526	337.9432577
527	337.8545613
528	337.7599618
529	337.6845014
530	337.5698165
531	337.4632471
532	337.3558731
533	337.2493633
534	337.1739486
535	337.0658063
536	336.9576039
537	336.845975
538	336.7562037
539	336.6587635
540	336.5526204
541	336.4515152
542	336.3481952
543	336.2500417
544	336.1577848
545	336.0633914
546	335.9616477
547	335.8562405
548	335.7534059
549	335.6646098
550	335.5616476
551	335.4500054
552	335.3595268
553	335.2587519
554	335.1501571
555	335.0649906
556	334.9647942
557	334.8485251
558	334.7399926
559	334.6375376
560	334.5424812
561	334.4502124
562	334.3595536
563	334.2559617
564	334.1533226
565	334.0587203
566	333.9561134
567	333.8609094
568	333.7615531
569	333.6650513
570	333.5625537
571	333.4620733
572	333.3479945
573	333.2479205
574	333.1482392
575	333.054168
576	332.9514978
577	332.846338
578	332.7492829
579	332.6493341
580	332.5653433
581	332.4805787
582	332.4146552
583	332.3139518
584	332.2281398
585	332.1229803
586	332.0333038
587	331.940387
588	331.8362461
589	331.7420908
590	331.6522558
591	331.5479077
592	331.4488411
593	331.3567419
594	331.251319
595	331.1519854
596	331.0638384
597	330.964175
598	330.8534259
599	330.7517607
600	330.6533594
601	330.5513059
602	330.4494783
603	330.33962
604	330.2334443
605	330.1375413
606	330.0351961
607	329.9431142
608	329.8453495
609	329.7600575
610	329.6641796
611	329.5592287
612	329.4669716
613	329.3705083
614	329.2799365
615	329.1830659
616	329.0879991
617	328.989767
618	328.8934444
619	328.7942859
620	328.6935507
621	328.5857603
622	328.4875179
623	328.3856307
624	328.2876811
625	328.1802435
626	328.0702089
627	327.9735211
628	327.8716703
629	327.7574627
630	327.6685581
631	327.5760558
632	327.4725035
633	327.3814584
634	327.293223
635	327.1982877
636	327.0924946
637	326.9798681
638	326.8824382
639	326.7900999
640	326.6886897
641	326.5988124
642	326.4974444
643	326.3919997
644	326.2904006
645	326.2002101
646	326.1166401
647	326.0272653
648	325.9338673
649	325.8353129
650	325.7373491
651	325.6434813
652	325.5495473
653	325.4552961
654	325.3610484
655	325.2606692
656	325.158662
657	325.0506744
658	324.953104
659	324.8521057
660	324.7552506
661	324.6490285
662	324.5478732
663	324.4463252
664	324.3556207
665	324.2648009
666	324.1659814
667	324.0719441
668	323.9803083
669	323.8907854
670	323.7926052
671	323.6983191
672	323.6076174
673	323.5081706
674	323.4176587
675	323.3249138
676	323.2274836
677	323.1296404
678	323.0520344
679	322.9559419
680	322.8518208
681	322.7512754
682	322.6540516
683	322.5567837
684	322.4745466
685	322.3896343
686	322.2921604
687	322.2123045
688	322.126105
689	322.0426304
690	321.9434256
691	321.8401676
692	321.7442646
693	321.6487114
694	321.557317
695	321.4507814
696	321.3676246
697	321.265729
698	321.1688742
699	321.0678048
700	320.9708313
701	320.8819261
702	320.78958
703	320.696401
704	320.6055759
705	320.5209995
706	320.428871
707	320.336756
708	320.2334007
709	320.129628
710	320.0261348
711	319.9264332
712	319.8258189
713	319.7312464
714	319.631446
715	319.5317713
716	319.4307401
717	319.3582435
718	319.2672426
719	319.1638315
720	319.0773925
721	318.9836347
722	318.9004101
723	318.8269677
724	318.7333543
725	318.6408425
726	318.5535659
727	318.4544461
728	318.3546032
729	318.2777005
730	318.1868275
731	318.0823866
732	317.9830123
733	317.895539
734	317.8003322
735	317.7112595
736	317.6199332
737	317.5270913
738	317.427244
739	317.3333997
740	317.2456673
741	317.1655147
742	317.0635566
743	316.9713303
744	316.8737266
745	316.778182
746	316.6914753
747	316.594574
748	316.4916092
749	316.4063067
750	316.3189274
751	316.2300036
752	316.1326803
753	316.0304099
754	315.9330435
755	315.8358138
756	315.743765
757	315.6533677
758	315.573807
759	315.4887057
760	315.3940855
761	315.3290717
762	315.2402608
763	315.1455906
764	315.0473126
765	314.9636381
766	314.8755652
767	314.7787021
768	314.678695
769	314.5843999
770	314.4898867
771	314.4126757
772	314.3124562
773	314.2101311
774	314.1194883
775	314.0315385
776	313.9556137
777	313.8591339
778	313.7721722
779	313.6765908
780	313.5924517
781	313.498036
782	313.405829
783	313.3156572
784	313.2225596
785	313.1339698
786	313.041035
787	312.9454016
788	312.851195
789	312.7512031
790	312.6581151
791	312.5688148
792	312.475575
793	312.3905398
794	312.2928061
795	312.2012333
796	312.1069218
797	312.0135124
798	311.9422696
799	311.8361337
800	311.743897
801	311.6469848
802	311.5466282
803	311.4632892
804	311.3779707
805	311.286905
806	311.1885928
807	311.1152308
808	311.0247635
809	310.9299106
810	310.8358867
811	310.7389409
812	310.6528251
813	310.5596905
814	310.4757463
815	310.3952066
816	310.3050483
817	310.2106486
818	310.1148751
819	310.0324188
820	309.9464253
821	309.8456731
822	309.7607378
823	309.6709546
824	309.5756411
825	309.4856928
826	309.392081
827	309.3089758
828	309.2129197
829	309.1225649
830	309.0338383
831	308.9413846
832	308.8494275
833	308.7724813
834	308.6807413
835	308.5944219
836	308.5036126
837	308.4205643
838	308.338948
839	308.2551924
840	308.1639438
841	308.0714955
842	307.9923482
843	307.9145178
844	307.8380885
845	307.7408342
846	307.6566429
847	307.5945192
848	307.5166514
849	307.4470517
850	307.3689463
851	307.2890227
852	307.2188667
853	307.130228
854	307.0531928
855	306.9762999
856	306.9112774
857	306.8248994
858	306.7333031
859	306.6547609
860	306.5708541
861	306.480678
862	306.4016734
863	306.3138365
864	306.2328456
865	306.1426264
866	306.0577637
867	305.97434
868	305.8833458
869	305.8034811
870	305.7239745
871	305.6300731
872	305.5363941
873	305.4391223
874	305.3539936
875	305.2593618
876	305.1665663
877	305.0726942
878	304.9844203
879	304.9127307
880	304.833927
881	304.7452266
882	304.6680583
883	304.5716209
884	304.4778255
885	304.384704
886	304.2898097
887	304.2017136
888	304.1113881
889	304.0192237
890	303.9364666
891	303.8458652
892	303.7481794
893	303.6662534
894	303.5720932
895	303.4764514
896	303.3852709
897	303.2967946
898	303.2044852
899	303.1129597
900	303.024184
901	302.9378175
902	302.8642009
903	302.7917519
904	302.7113346
905	302.6301665
906	302.5362481
907	302.4445979
908	302.3517092
909	302.2745627
910	302.1842533
911	302.1037743
912	302.0245224
913	301.9381075
914	301.8516807
915	301.7600645
916	301.6730982
917	301.597364
918	301.5227176
919	301.4386889
920	301.3495851
921	301.2658618
922	301.1694904
923	301.0813118
924	300.9970601
925	300.9108439
926	300.8184488
927	300.7420359
928	300.6617226
929	300.5764469
930	300.4993775
931	300.415481
932	300.3313252
933	300.2404593
934	300.1571767
935	300.0809826
936	299.9944667
937	299.8996061
938	299.8231388
939	299.7431103
940	299.6583564
941	299.5661248
942	299.4901462
943	299.406701
944	299.3178762
945	299.2367582
946	299.1575495
947	299.0657014
948	298.974296
949	298.884442
950	298.8067538
951	298.7180842
952	298.633216
953	298.542463
954	298.46581
955	298.3741746
956	298.2933041
957	298.2069178
958	298.1239403
959	298.0288482
960	297.9539691
961	297.8716594
962	297.8007915
963	297.7159797
964	297.6313814
965	297.5453872
966	297.4587808
967	297.3640891
968	297.2868002
969	297.204372
970	297.1184206
971	297.0307547
972	296.946751
973	296.8690507
974	296.7801795
975	296.6981464
976	296.6155936
977	296.5290187
978	296.4468485
979	296.3757216
980	296.2894371
981	296.2088244
982	296.1145047
983	296.0152361
984	295.9309716
985	295.8403501
986	295.7684622
987	295.6818375
988	295.5983953
989	295.5101356
990	295.4264271
991	295.3554968
992	295.2690717
993	295.1938994
994	295.1170356
995	295.0447573
996	294.9505298
997	294.8641205
998	294.7907924
999	294.7042156
1000	294.6184017
1001	294.5403647
1002	294.4613642
1003	294.3807214
1004	294.2872318
1005	294.1986629
1006	294.1194461
1007	294.0415463
1008	293.9586516
1009	293.8737455
1010	293.7891568
1011	293.7133862
1012	293.6386022
1013	293.5480668
1014	293.4583515
1015	293.3815145
1016	293.2998354
1017	293.2192708
1018	293.1236309
1019	293.0450123
1020	292.9636753
1021	292.8749143
1022	292.7952677
1023	292.7135571
1024	292.6256522
1025	292.5356333
1026	292.4585164
1027	292.3773084
1028	292.2888082
1029	292.2030992
1030	292.1168013
1031	292.0361589
1032	291.9565334
1033	291.8732935
1034	291.7972112
1035	291.7159941
1036	291.6348162
1037	291.5439131
1038	291.4649293
1039	291.38406
1040	291.2976886
1041	291.2164405
1042	291.1327152
1043	291.0569108
1044	290.9859981
1045	290.9083257
1046	290.827291
1047	290.7519133
1048	290.671642
1049	290.5933967
1050	290.5093954
1051	290.4356528
1052	290.3560089
1053	290.283741
1054	290.2055311
1055	290.1213334
1056	290.0428961
1057	289.9624033
1058	289.8904773
1059	289.8025885
1060	289.7274095
1061	289.6442648
1062	289.5589958
1063	289.4813668
1064	289.3985928
1065	289.3238163
1066	289.2325523
1067	289.1610317
1068	289.0839525
1069	289.0005992
1070	288.9142885
1071	288.8288817
1072	288.7530596
1073	288.6758511
1074	288.5974432
1075	288.5199351
1076	288.4507685
1077	288.3651486
1078	288.2864304
1079	288.2081778
1080	288.1329618
1081	288.0679744
1082	287.9908341
1083	287.8999283
1084	287.8201942
1085	287.7414857
1086	287.6589788
1087	287.5805611
1088	287.5106943
1089	287.4289755
1090	287.3490005
1091	287.2729154
1092	287.1882202
1093	287.1049087
1094	287.0253678
1095	286.9448291
1096	286.8654998
1097	286.7875269
1098	286.7020691
1099	286.6251069
1100	286.5536704
1101	286.4670433
1102	286.3764744
1103	286.2932423
1104	286.2192472
1105	286.1392493
1106	286.0653475
1107	285.9756456
1108	285.8953767
1109	285.8188829
1110	285.738018
1111	285.6554084
1112	285.585562
1113	285.5074206
1114	285.4320279
1115	285.3641513
1116	285.2800983
1117	285.2093669
1118	285.1344208
1119	285.0536856
1120	284.9904895
1121	284.9054346
1122	284.8321863
1123	284.7522168
1124	284.6811223
1125	284.6057706
1126	284.5231199
1127	284.4479084
1128	284.3679787
1129	284.2894704
1130	284.2041701
1131	284.1209815
1132	284.0441251
1133	283.9687298
1134	283.8867926
1135	283.8170347
1136	283.7364911
1137	283.6553214
1138	283.5829004
1139	283.5096787
1140	283.4533998
1141	283.3730899
1142	283.2916343
1143	283.2137956
1144	283.1451867
1145	283.0604045
1146	282.988821
1147	282.908338
1148	282.8279781
1149	282.7473651
1150	282.6619245
1151	282.5864004
1152	282.5066475
1153	282.4205456
1154	282.3583782
1155	282.2900522
1156	282.2178309
1157	282.140079
1158	282.0584323
1159	281.9925654
1160	281.9179214
1161	281.8308811
1162	281.7554895
1163	281.6773079
1164	281.588286
1165	281.5157239
1166	281.4337494
1167	281.3538975
1168	281.2766007
1169	281.201688
1170	281.1193009
1171	281.0549036
1172	280.971114
1173	280.8814673
1174	280.8090769
1175	280.7400152
1176	280.6573193
1177	280.5796229
1178	280.5057185
1179	280.4295167
1180	280.3470277
1181	280.2586543
1182	280.1703516
1183	280.0932168
1184	280.0188624
1185	279.9478799
1186	279.870497
1187	279.8078909
1188	279.7268492
1189	279.6568277
1190	279.5801331
1191	279.5049378
1192	279.4324122
1193	279.3493458
1194	279.2798794
1195	279.2092715
1196	279.1389022
1197	279.0637355
1198	278.9887527
1199	278.9149892
1200	278.8395985
1201	278.7649162
1202	278.6888199
1203	278.615211
1204	278.5361632
1205	278.448954
1206	278.3730456
1207	278.2845657
1208	278.2133345
1209	278.1484423
1210	278.0699891
1211	277.9913863
1212	277.9069532
1213	277.8308793
1214	277.7698646
1215	277.6932588
1216	277.6207281
1217	277.5456958
1218	277.4658501
1219	277.3866228
1220	277.3173553
1221	277.2524734
1222	277.1958697
1223	277.1174491
1224	277.0406126
1225	276.9711409
1226	276.8958733
1227	276.8205786
1228	276.7459564
1229	276.664929
1230	276.5956227
1231	276.5158645
1232	276.4525455
1233	276.3748273
1234	276.2962792
1235	276.229319
1236	276.154807
1237	276.0844963
1238	276.0051642
1239	275.9325233
1240	275.861334
1241	275.7880543
1242	275.7246374
1243	275.6610317
1244	275.5962703
1245	275.52428
1246	275.4549453
1247	275.3796647
1248	275.2974593
1249	275.2240008
1250	275.1563119
1251	275.0771359
1252	274.9951799
1253	274.9132274
1254	274.8524828
1255	274.7738195
1256	274.6930298
1257	274.6198936
1258	274.5431479
1259	274.4731032
1260	274.4007054
1261	274.328735
1262	274.2429458
1263	274.1747786
1264	274.0961039
1265	274.0289616
1266	273.969476
1267	273.8949586
1268	273.8216207
1269	273.7385981
1270	273.6733177
1271	273.5908022
1272	273.5278061
1273	273.4670618
1274	273.3996219
1275	273.3200512
1276	273.2495415
1277	273.1822464
1278	273.1007628
1279	273.0353277
1280	272.9573867
1281	272.8916937
1282	272.8233703
1283	272.7472741
1284	272.6755481
1285	272.596191
1286	272.5243172
1287	272.4540119
1288	272.3824596
1289	272.3137269
1290	272.241882
1291	272.1760855
1292	272.1132244
1293	272.0365715
1294	271.9660625
1295	271.889062
1296	271.8121305
1297	271.7433814
1298	271.6639183
1299	271.595097
1300	271.5230835
1301	271.4543446
1302	271.373557
1303	271.3005568
1304	271.232432
1305	271.1649629
1306	271.0915606
1307	271.0260027
1308	270.9522696
1309	270.8794009
1310	270.8084221
1311	270.7385375
1312	270.6754174
1313	270.6141247
1314	270.5394878
1315	270.4678609
1316	270.3954561
1317	270.3213242
1318	270.2570014
1319	270.1818554
1320	270.112495
1321	270.0353346
1322	269.9641223
1323	269.8890017
1324	269.817004
1325	269.7504339
1326	269.6891033
1327	269.6172112
1328	269.5378918
1329	269.4712513
1330	269.394761
1331	269.3236516
1332	269.2462402
1333	269.1713
1334	269.0956308
1335	269.0217374
1336	268.9596338
1337	268.8880131
1338	268.8096436
1339	268.7431157
1340	268.6664201
1341	268.5941001
1342	268.5237785
1343	268.4625861
1344	268.3949378
1345	268.3197334
1346	268.2498231
1347	268.1807855
1348	268.1049108
1349	268.0319151
1350	267.9600949
1351	267.8833601
1352	267.8221538
1353	267.7632953
1354	267.6874315
1355	267.6126915
1356	267.532565
1357	267.4502439
1358	267.3832996
1359	267.321763
1360	267.2471453
1361	267.1965952
1362	267.1231191
1363	267.0622859
1364	266.9917924
1365	266.9195989
1366	266.8447547
1367	266.7692261
1368	266.6996586
1369	266.6436106
1370	266.566946
1371	266.5007523
1372	266.4335711
1373	266.361709
1374	266.2993404
1375	266.2321646
1376	266.1688734
1377	266.1096898
1378	266.038141
1379	265.9642634
1380	265.8971598
1381	265.8232138
1382	265.7600211
1383	265.6882059
1384	265.6148368
1385	265.5459636
1386	265.4705055
1387	265.4109819
1388	265.3427083
1389	265.2690612
1390	265.2044965
1391	265.1260732
1392	265.0528159
1393	264.9879229
1394	264.9248829
1395	264.8540902
1396	264.7840482
1397	264.707523
1398	264.6386042
1399	264.5666573
1400	264.4936854
1401	264.424008
1402	264.3486058
1403	264.2759281
1404	264.2064864
1405	264.1430929
1406	264.0737393
1407	264.0080548
1408	263.9404838
1409	263.8707061
1410	263.8003953
1411	263.7278526
1412	263.6683925
1413	263.598448
1414	263.5331603
1415	263.4619827
1416	263.3955555
1417	263.3208253
1418	263.2573842
1419	263.2082011
1420	263.1401405
1421	263.0669518
1422	263.0141529
1423	262.9492746
1424	262.875617
1425	262.8093419
1426	262.7438395
1427	262.6747729
1428	262.6044847
1429	262.5402972
1430	262.4677154
1431	262.3995736
1432	262.3342795
1433	262.2658806
1434	262.2042528
1435	262.1412606
1436	262.0765887
1437	262.0109241
1438	261.9461226
1439	261.8747237
1440	261.8103819
1441	261.74316
1442	261.6766772
1443	261.610144
1444	261.5431362
1445	261.4853223
1446	261.4221695
1447	261.3558369
1448	261.2918693
1449	261.2286843
1450	261.1649171
1451	261.1019408
1452	261.0376287
1453	260.9715757
1454	260.9023269
1455	260.8395928
1456	260.7647453
1457	260.6994765
1458	260.6293102
1459	260.5642346
1460	260.5034226
1461	260.4354307
1462	260.3715177
1463	260.3032566
1464	260.2339909
1465	260.1806007
1466	260.1125602
1467	260.0402352
1468	259.9835214
1469	259.9183117
1470	259.8579729
1471	259.7879019
1472	259.7354723
1473	259.6629172
1474	259.593807
1475	259.5393721
1476	259.4805422
1477	259.4217019
1478	259.3754552
1479	259.3120024
1480	259.2442196
1481	259.1714926
1482	259.1147153
1483	259.0562686
1484	258.9845351
1485	258.9247317
1486	258.8687808
1487	258.8033811
1488	258.7434792
1489	258.6809871
1490	258.6174418
1491	258.5551072
1492	258.4775815
1493	258.4147011
1494	258.3411761
1495	258.2847455
1496	258.2281483
1497	258.165727
1498	258.0908596
1499	258.0202401
1500	257.9493745
1501	257.882097
1502	257.8250783
1503	257.7687496
1504	257.698353
1505	257.6272693
1506	257.5647722
1507	257.50399
1508	257.4307305
1509	257.3625528
1510	257.2997495
1511	257.2281657
1512	257.1730029
1513	257.1031877
1514	257.0421752
1515	256.9723458
1516	256.9060815
1517	256.8401429
1518	256.7756196
1519	256.7101085
1520	256.6435893
1521	256.5708406
1522	256.5073434
1523	256.4475758
1524	256.3888545
1525	256.3344519
1526	256.2719067
1527	256.2061809
1528	256.1450385
1529	256.0801792
1530	256.022491
1531	255.9610314
1532	255.9103927
1533	255.8384931
1534	255.7813021
1535	255.7145476
1536	255.6465841
1537	255.5889559
1538	255.5205093
1539	255.4700351
1540	255.4111874
1541	255.3480232
1542	255.3056528
1543	255.2376986
1544	255.1669444
1545	255.1022282
1546	255.0280495
1547	254.9652143
1548	254.8884175
1549	254.8229841
1550	254.7634786
1551	254.6980523
1552	254.6365092
1553	254.573464
1554	254.5090826
1555	254.4381746
1556	254.3715905
1557	254.3104324
1558	254.2504325
1559	254.18603
1560	254.1248919
1561	254.0681508
1562	254.0020423
1563	253.9425983
1564	253.8824744
1565	253.8175716
1566	253.7549827
1567	253.694319
1568	253.6291849
1569	253.5702029
1570	253.5142123
1571	253.4545179
1572	253.3904064
1573	253.3321179
1574	253.271915
1575	253.2093028
1576	253.1456844
1577	253.082832
1578	253.0277221
1579	252.9717355
1580	252.9228815
1581	252.8554167
1582	252.7913914
1583	252.7381404
1584	252.6778436
1585	252.6160037
1586	252.5601884
1587	252.5030362
1588	252.4357034
1589	252.3827671
1590	252.316482
1591	252.2504636
1592	252.1854644
1593	252.135702
1594	252.0705412
1595	252.0020847
1596	251.934477
1597	251.8814394
1598	251.8130206
1599	251.7541901
1600	251.6984834
1601	251.6374576
1602	251.5715336
1603	251.5195968
1604	251.4535913
1605	251.4013176
1606	251.3363272
1607	251.2763635
1608	251.2050035
1609	251.1298386
1610	251.0783552
1611	251.0177035
1612	250.9608036
1613	250.8981188
1614	250.835118
1615	250.7864788
1616	250.7228403
1617	250.6571474
1618	250.6015728
1619	250.5440057
1620	250.4829974
1621	250.4174847
1622	250.3571724
1623	250.2980956
1624	250.2388681
1625	250.1799651
1626	250.1121219
1627	250.0549527
1628	249.9904417
1629	249.9386131
1630	249.8783135
1631	249.8211706
1632	249.7744973
1633	249.7191648
1634	249.6559467
1635	249.5936877
1636	249.5267445
1637	249.4638067
1638	249.4011382
1639	249.3369739
1640	249.2721912
1641	249.2176481
1642	249.1636037
1643	249.1041441
1644	249.0491227
1645	248.9823762
1646	248.9139745
1647	248.8584513
1648	248.795805
1649	248.7541539
1650	248.6985138
1651	248.6370811
1652	248.5964352
1653	248.5316295
1654	248.4663078
1655	248.4059328
1656	248.3382142
1657	248.2768293
1658	248.2273059
1659	248.1678355
1660	248.1041817
1661	248.0435846
1662	247.9835855
1663	247.9296653
1664	247.8636337
1665	247.8001039
1666	247.7366742
1667	247.6725119
1668	247.6124897
1669	247.5604731
1670	247.5100925
1671	247.4449768
1672	247.3885617
1673	247.33175
1674	247.2730209
1675	247.2038331
1676	247.140839
1677	247.0849555
1678	247.0250285
1679	246.9663225
1680	246.9006448
1681	246.8451965
