iter	RMSE
10216	100.0732706
10217	100.0688189
10218	100.0653577
10219	100.0611208
10220	100.0556269
10221	100.0499598
10222	100.0454936
10223	100.0402636
10224	100.0339542
10225	100.0299781
10226	100.0268812
10227	100.0201734
10228	100.0161824
10229	100.0094585
10230	100.0048582
10231	100.0000188
10232	99.99500564
10233	99.98890911
10234	99.98460407
10235	99.97930139
10236	99.97366194
10237	99.97060442
10238	99.96491748
10239	99.96046303
10240	99.95540818
10241	99.94862899
10242	99.94281363
10243	99.94012731
10244	99.93567273
10245	99.93007159
10246	99.92708351
10247	99.9223427
10248	99.91874992
10249	99.91046864
10250	99.90681415
10251	99.89802508
10252	99.891038
10253	99.88694535
10254	99.88326582
10255	99.87957649
10256	99.8736461
10257	99.87038553
10258	99.86171724
10259	99.85897341
10260	99.85135998
10261	99.84225677
10262	99.83921639
10263	99.83201593
10264	99.82912499
10265	99.82259645
10266	99.81616204
10267	99.81293745
10268	99.80796173
10269	99.80389449
10270	99.79445817
10271	99.78593125
10272	99.78163541
10273	99.77854965
10274	99.77290013
10275	99.76696017
10276	99.76292658
10277	99.75904493
10278	99.74919736
10279	99.7430941
10280	99.7341906
10281	99.73050857
10282	99.72670905
10283	99.72438584
10284	99.71929784
10285	99.71388823
10286	99.71042658
10287	99.70451922
10288	99.70018656
10289	99.69641268
10290	99.69196439
10291	99.68988907
10292	99.68410973
10293	99.67927831
10294	99.67601915
10295	99.66644992
10296	99.66183162
10297	99.65614305
10298	99.64627257
10299	99.63998709
10300	99.63611228
10301	99.62964564
10302	99.62403207
10303	99.61312146
10304	99.61081374
10305	99.60707353
10306	99.60349337
10307	99.59956894
10308	99.5877257
10309	99.58113911
10310	99.57839235
10311	99.57252785
10312	99.57009791
10313	99.56354435
10314	99.55945298
10315	99.55581721
10316	99.55285664
10317	99.54874792
10318	99.54209556
10319	99.53953187
10320	99.53215754
10321	99.52342529
10322	99.51734994
10323	99.51377504
10324	99.50877976
10325	99.50014674
10326	99.49658968
10327	99.49258813
10328	99.48714071
10329	99.48384836
10330	99.48026445
10331	99.47262796
10332	99.4671273
10333	99.45962611
10334	99.45304909
10335	99.45008261
10336	99.44759222
10337	99.44252407
10338	99.43888409
10339	99.43083841
10340	99.42342511
10341	99.41600489
10342	99.41326392
10343	99.41022029
10344	99.39897645
10345	99.39264878
10346	99.38804396
10347	99.3813495
10348	99.37259123
10349	99.36743986
10350	99.36371961
10351	99.35787904
10352	99.35270155
10353	99.34905626
10354	99.34428289
10355	99.34106109
10356	99.33809348
10357	99.33486263
10358	99.33144264
10359	99.32691496
10360	99.3212267
10361	99.31803436
10362	99.31344362
10363	99.30860752
10364	99.30277744
10365	99.29896153
10366	99.29562474
10367	99.29348031
10368	99.28373252
10369	99.2791907
10370	99.27380988
10371	99.27005847
10372	99.2657038
10373	99.25882491
10374	99.2533018
10375	99.24838883
10376	99.24389579
10377	99.23957501
10378	99.23459609
10379	99.23210217
10380	99.22916045
10381	99.22631811
10382	99.22185191
10383	99.21589739
10384	99.2108825
10385	99.20474645
10386	99.19794687
10387	99.1960112
10388	99.19168343
10389	99.18454333
10390	99.18204766
10391	99.17830454
10392	99.17477784
10393	99.16967007
10394	99.1621231
10395	99.15563133
10396	99.15181027
10397	99.14889301
10398	99.14702675
10399	99.14274904
10400	99.13720996
10401	99.12998962
10402	99.12390923
10403	99.11850833
10404	99.11184091
10405	99.10828514
10406	99.10450876
10407	99.10044062
10408	99.09644357
10409	99.09385511
10410	99.08390613
10411	99.07909837
10412	99.07481762
10413	99.07185936
10414	99.06911799
10415	99.06553614
10416	99.05913258
10417	99.05393096
10418	99.04539721
10419	99.03992216
10420	99.03729036
10421	99.03463478
10422	99.02802686
10423	99.02093799
10424	99.01868466
10425	99.01199771
10426	99.00547553
10427	99.00241769
10428	98.99898835
10429	98.99413231
10430	98.98908599
10431	98.97937527
10432	98.97332835
10433	98.96171984
10434	98.95787646
10435	98.94952217
10436	98.94776457
10437	98.94225638
10438	98.9389928
10439	98.93346215
10440	98.93093742
10441	98.92383796
10442	98.9180242
10443	98.91148709
10444	98.90784194
10445	98.9034796
10446	98.89891273
10447	98.89464713
10448	98.88416004
10449	98.87580914
10450	98.87051842
10451	98.86417129
10452	98.8572882
10453	98.85317583
10454	98.84796298
10455	98.84496317
10456	98.84020919
10457	98.83728233
10458	98.83041944
10459	98.82595299
10460	98.82339504
10461	98.81959305
10462	98.81180205
10463	98.8085045
10464	98.80481323
10465	98.80006596
10466	98.79520181
10467	98.78961421
10468	98.78476167
10469	98.77881008
10470	98.77351484
10471	98.76728472
10472	98.76337776
10473	98.75845241
10474	98.75401468
10475	98.74842286
10476	98.74578124
10477	98.74301407
10478	98.73745021
10479	98.73369094
10480	98.73022815
10481	98.72702348
10482	98.72442628
10483	98.71958465
10484	98.71165621
10485	98.70723147
10486	98.70347827
10487	98.69708581
10488	98.69381466
10489	98.69128719
10490	98.68515943
10491	98.6804489
10492	98.670765
10493	98.66566362
10494	98.65694903
10495	98.65440093
10496	98.65141661
10497	98.64592607
10498	98.63785396
10499	98.63339756
10500	98.6295374
10501	98.6262038
10502	98.62064224
10503	98.61833968
10504	98.61328921
10505	98.60789685
10506	98.60572264
10507	98.60059349
10508	98.59579339
10509	98.59317976
10510	98.58882006
10511	98.58004516
10512	98.57558285
10513	98.5719348
10514	98.56447629
10515	98.56158845
10516	98.5578786
10517	98.55455196
10518	98.54802457
10519	98.54451998
10520	98.54057942
10521	98.53525072
10522	98.52855417
10523	98.52544516
10524	98.51877782
10525	98.51310026
10526	98.50356896
10527	98.50028561
10528	98.4963171
10529	98.49377192
10530	98.48907807
10531	98.48605992
10532	98.4829455
10533	98.47946565
10534	98.4766743
10535	98.46778622
10536	98.45921036
10537	98.45149153
10538	98.44841065
10539	98.44231172
10540	98.43908945
10541	98.43309794
10542	98.43031175
10543	98.42579259
10544	98.42141702
10545	98.41609918
10546	98.41078909
10547	98.40508773
10548	98.4033219
10549	98.39927829
10550	98.39377692
10551	98.38878986
10552	98.38579754
10553	98.38191942
10554	98.37733314
10555	98.37291074
10556	98.36400907
10557	98.36117809
10558	98.35725371
10559	98.35085138
10560	98.34731843
10561	98.34434698
10562	98.34005911
10563	98.3375437
10564	98.33373732
10565	98.33020292
10566	98.32643229
10567	98.3184545
10568	98.31470618
10569	98.31044303
10570	98.30846561
10571	98.30199155
10572	98.29454431
10573	98.28228386
10574	98.27649059
10575	98.27171818
10576	98.26777941
10577	98.2624829
10578	98.2567961
10579	98.25004956
10580	98.24462162
10581	98.24068599
10582	98.23845794
10583	98.23502772
10584	98.23143169
10585	98.22089934
10586	98.21642013
10587	98.2135565
10588	98.20783636
10589	98.20481532
10590	98.20239865
10591	98.20021526
10592	98.19658211
10593	98.19320918
10594	98.18762963
10595	98.18125158
10596	98.17535014
10597	98.17179917
10598	98.16738576
10599	98.16035661
10600	98.1546277
10601	98.14702419
10602	98.14195511
10603	98.13723288
10604	98.13480086
10605	98.1306139
10606	98.12696504
10607	98.11480426
10608	98.10958252
10609	98.10315163
10610	98.09888908
10611	98.09694298
10612	98.09049217
10613	98.0880653
10614	98.08390548
10615	98.08042888
10616	98.07810298
10617	98.07358809
10618	98.06915364
10619	98.0620292
10620	98.05670912
10621	98.05018839
10622	98.04662797
10623	98.04355039
10624	98.03631515
10625	98.03026436
10626	98.02016236
10627	98.01053767
10628	98.00730447
10629	97.99956374
10630	97.99459528
10631	97.99002611
10632	97.98654896
10633	97.98318733
10634	97.97757951
10635	97.97163949
10636	97.96743206
10637	97.96484324
10638	97.96007667
10639	97.95610674
10640	97.95286797
10641	97.95010713
10642	97.9447845
10643	97.94052272
10644	97.9368125
10645	97.93189336
10646	97.92268959
10647	97.91830007
10648	97.91525972
10649	97.91090914
10650	97.90773053
10651	97.90337256
10652	97.89611703
10653	97.89056872
10654	97.88667858
10655	97.88138444
10656	97.87749752
10657	97.87020531
10658	97.86749979
10659	97.86403551
10660	97.85830709
10661	97.85151983
10662	97.84537355
10663	97.83634765
10664	97.8308371
10665	97.82852098
10666	97.82472892
10667	97.82139296
10668	97.81916795
10669	97.81546121
10670	97.81176095
10671	97.80804886
10672	97.80181621
10673	97.79496304
10674	97.79068795
10675	97.78384602
10676	97.78030603
10677	97.77707887
10678	97.77294975
10679	97.76849992
10680	97.76273607
10681	97.75650465
10682	97.75260711
10683	97.7468211
10684	97.73875881
10685	97.73129182
10686	97.72640224
10687	97.72284892
10688	97.72023327
10689	97.71291107
10690	97.70326451
10691	97.69810957
10692	97.69081165
10693	97.68574917
10694	97.67869311
10695	97.67336159
10696	97.6690126
10697	97.66168177
10698	97.65746534
10699	97.6549627
10700	97.64765179
10701	97.64029193
10702	97.63643323
10703	97.63051121
10704	97.62774837
10705	97.62497767
10706	97.62240226
10707	97.61768927
10708	97.61135784
10709	97.60591227
10710	97.6027219
10711	97.59765092
10712	97.59456193
10713	97.59248793
10714	97.58780516
10715	97.58319753
10716	97.58050014
10717	97.57415343
10718	97.57068594
10719	97.56812174
10720	97.56407828
10721	97.56103957
10722	97.55647978
10723	97.55052998
10724	97.54776431
10725	97.54466287
10726	97.54149982
10727	97.537362
10728	97.53061668
10729	97.52556576
10730	97.52198982
10731	97.51630505
10732	97.51104271
10733	97.50638334
10734	97.50190861
10735	97.49929334
10736	97.49671162
10737	97.49070611
10738	97.484073
10739	97.47948771
10740	97.47069092
10741	97.46279938
10742	97.45519362
10743	97.4499506
10744	97.44360308
10745	97.43994043
10746	97.43404403
10747	97.4306304
10748	97.42822666
10749	97.42447304
10750	97.4223562
10751	97.41677416
10752	97.41248793
10753	97.41027726
10754	97.40619225
10755	97.3987848
10756	97.39019524
10757	97.38372342
10758	97.37877975
10759	97.37433619
10760	97.37027542
10761	97.36421422
10762	97.35940074
10763	97.35604863
10764	97.35265741
10765	97.34909061
10766	97.34335703
10767	97.33996375
10768	97.33413934
10769	97.32508888
10770	97.32125832
10771	97.31772799
10772	97.31182821
10773	97.30822547
10774	97.30569488
10775	97.3023767
10776	97.30008396
10777	97.29306961
10778	97.28468982
10779	97.27979989
10780	97.27616418
10781	97.27356714
10782	97.27047222
10783	97.26668306
10784	97.26179896
10785	97.25714829
10786	97.25119776
10787	97.24842625
10788	97.24496238
10789	97.24034583
10790	97.23700746
10791	97.23223668
10792	97.2288545
10793	97.22156849
10794	97.21468101
10795	97.21056635
10796	97.20718769
10797	97.20156036
10798	97.1944769
10799	97.19128362
10800	97.18875424
10801	97.18365336
10802	97.17873209
10803	97.17311656
10804	97.16884543
10805	97.16577701
10806	97.15866615
10807	97.14982115
10808	97.14422985
10809	97.13767784
10810	97.13331268
10811	97.13003341
10812	97.12540166
10813	97.11876689
10814	97.11503555
10815	97.1124017
10816	97.10371586
10817	97.10075577
10818	97.09724229
10819	97.09170304
10820	97.08687978
10821	97.08377158
10822	97.08106494
10823	97.07500477
10824	97.071092
10825	97.06713444
10826	97.06179816
10827	97.05765485
10828	97.05209232
10829	97.04903105
10830	97.04519298
10831	97.04007884
10832	97.03567579
10833	97.03186609
10834	97.02575657
10835	97.02006372
10836	97.0164495
10837	97.01322957
10838	97.01062684
10839	97.00745644
10840	97.00392995
10841	96.99900787
10842	96.99242325
10843	96.98922514
10844	96.98455547
10845	96.97791925
10846	96.97290264
10847	96.96721965
10848	96.95873548
10849	96.95283578
10850	96.94378808
10851	96.93636331
10852	96.92673877
10853	96.92362338
10854	96.91735192
10855	96.91470208
10856	96.91018059
10857	96.90772151
10858	96.90452696
10859	96.89806995
10860	96.88840381
10861	96.88111493
10862	96.87741384
10863	96.87424821
10864	96.8710599
10865	96.86697317
10866	96.86290236
10867	96.85867683
10868	96.85606718
10869	96.85252537
10870	96.84726923
10871	96.84330485
10872	96.8388338
10873	96.8352258
10874	96.83336725
10875	96.82990627
10876	96.82193441
10877	96.81585486
10878	96.81096204
10879	96.80859552
10880	96.80250523
10881	96.79798187
10882	96.79453132
10883	96.7900674
10884	96.78422272
10885	96.78140472
10886	96.77611185
10887	96.76742908
10888	96.76294427
10889	96.75828958
10890	96.75258797
10891	96.74789609
10892	96.74228416
10893	96.74048389
10894	96.73703352
10895	96.73407545
10896	96.72838889
10897	96.72503853
10898	96.7203748
10899	96.71577055
10900	96.71278092
10901	96.71033673
10902	96.70794025
10903	96.70380083
10904	96.70017475
10905	96.69420218
10906	96.68824071
10907	96.68497253
10908	96.68378412
10909	96.67820956
10910	96.67545993
10911	96.67035085
10912	96.66727232
10913	96.6602027
10914	96.65532802
10915	96.65066821
10916	96.64361156
10917	96.63398685
10918	96.63106544
10919	96.62549502
10920	96.62232071
10921	96.61967868
10922	96.61246421
10923	96.60820985
10924	96.60268252
10925	96.5984609
10926	96.59619856
10927	96.59251648
10928	96.59016584
10929	96.58142471
10930	96.57647197
10931	96.57405887
10932	96.5712519
10933	96.5654815
10934	96.56115507
10935	96.55517199
10936	96.54795292
10937	96.54271514
10938	96.54089076
10939	96.5366771
10940	96.53188633
10941	96.5276402
10942	96.52147514
10943	96.51803886
10944	96.51429811
10945	96.5072848
10946	96.50143699
10947	96.49611759
10948	96.49181472
10949	96.48682445
10950	96.47975581
10951	96.47476247
10952	96.47042433
10953	96.4664503
10954	96.46390267
10955	96.46145353
10956	96.45715925
10957	96.45083306
10958	96.44226535
10959	96.43813893
10960	96.43569177
10961	96.43255674
10962	96.42894804
10963	96.42087332
10964	96.41776816
10965	96.41419749
10966	96.40942113
10967	96.40314494
10968	96.39909351
10969	96.39335098
10970	96.39005832
10971	96.38702656
10972	96.38452012
10973	96.38029171
10974	96.37621492
10975	96.36681651
10976	96.36148059
10977	96.35897764
10978	96.35333312
10979	96.34419648
10980	96.34051875
10981	96.33758193
10982	96.334005
10983	96.32756307
10984	96.32458243
10985	96.32250045
10986	96.31763667
10987	96.31500914
10988	96.3104189
10989	96.30605654
10990	96.30209986
10991	96.29856311
10992	96.29349017
10993	96.29084775
10994	96.28365618
10995	96.27342214
10996	96.2706143
10997	96.26757702
10998	96.26096174
10999	96.25766913
11000	96.25038352
11001	96.24658643
11002	96.24478474
11003	96.23825524
11004	96.23555073
11005	96.2295695
11006	96.22573594
11007	96.22013417
11008	96.21500727
11009	96.21024859
11010	96.20658351
11011	96.204624
11012	96.2011335
11013	96.19927019
11014	96.19351666
11015	96.18987265
11016	96.18626851
11017	96.18388395
11018	96.18084893
11019	96.17809557
11020	96.17613778
11021	96.17351138
11022	96.17085708
11023	96.16562787
11024	96.16323125
11025	96.16095644
11026	96.15648326
11027	96.15298966
11028	96.15081593
11029	96.14266082
11030	96.14032715
11031	96.13277533
11032	96.1294926
11033	96.12492087
11034	96.12156491
11035	96.11185428
11036	96.10683493
11037	96.10191665
11038	96.0953732
11039	96.09061222
11040	96.08739564
11041	96.08276105
11042	96.078031
11043	96.0710972
11044	96.06657022
11045	96.0622448
11046	96.05839222
11047	96.05316261
11048	96.04729901
11049	96.04326323
11050	96.04046111
11051	96.02808341
11052	96.0232738
11053	96.01927103
11054	96.01657651
11055	96.01378688
11056	96.00740026
11057	96.00343532
11058	95.99785144
11059	95.99554497
11060	95.98711306
11061	95.9847399
11062	95.98185777
11063	95.97637018
11064	95.97002888
11065	95.9662894
11066	95.96406182
11067	95.96014631
11068	95.95230639
11069	95.94963678
11070	95.94589903
11071	95.94274186
11072	95.93927963
11073	95.93461863
11074	95.9299558
11075	95.92343703
11076	95.91846793
11077	95.91435178
11078	95.90913816
11079	95.9063673
11080	95.90116653
11081	95.89699436
11082	95.89007011
11083	95.88591596
11084	95.88055052
11085	95.87828755
11086	95.87575857
11087	95.87341522
11088	95.87035936
11089	95.86764749
11090	95.86281383
11091	95.85900732
11092	95.854901
11093	95.84900791
11094	95.84496338
11095	95.83611544
11096	95.83012294
11097	95.8246753
11098	95.82172423
11099	95.81465291
11100	95.80940723
11101	95.80105914
11102	95.79559529
11103	95.79119614
11104	95.78971449
11105	95.78468425
11106	95.77674562
11107	95.7706113
11108	95.76607493
11109	95.76228696
11110	95.75363514
11111	95.75050022
11112	95.74662785
11113	95.74313755
11114	95.74025989
11115	95.73507538
11116	95.73161153
11117	95.72736617
11118	95.72512315
11119	95.72086005
11120	95.71807529
11121	95.71417113
11122	95.70661216
11123	95.7004468
11124	95.69215627
11125	95.68539041
11126	95.68142753
11127	95.67806525
11128	95.67401699
11129	95.66958447
11130	95.66408502
11131	95.65986117
11132	95.65400213
11133	95.64621809
11134	95.64329981
11135	95.63768777
11136	95.63272938
11137	95.62846619
11138	95.62572204
11139	95.61836428
11140	95.61448121
11141	95.61135868
11142	95.60542633
11143	95.6022235
11144	95.59885738
11145	95.59355192
11146	95.58877631
11147	95.58556702
11148	95.58104249
11149	95.57504767
11150	95.57211709
11151	95.5676067
11152	95.56006529
11153	95.5518563
11154	95.54820569
11155	95.54414011
11156	95.5400967
11157	95.53762655
11158	95.53348753
11159	95.52988375
11160	95.52816556
11161	95.52514287
11162	95.52134815
11163	95.51826921
11164	95.51108667
11165	95.5042736
11166	95.50133356
11167	95.49794912
11168	95.49554939
11169	95.48882492
11170	95.48289937
11171	95.48060808
11172	95.47593863
11173	95.47269988
11174	95.46918633
11175	95.46583032
11176	95.46161581
11177	95.45499767
11178	95.45230617
11179	95.44777787
11180	95.44469879
11181	95.44080115
11182	95.43500327
11183	95.4312757
11184	95.42755393
11185	95.42231302
11186	95.41581357
11187	95.41219553
11188	95.40963668
11189	95.40413657
11190	95.40156711
11191	95.39258312
11192	95.38923515
11193	95.38639215
11194	95.37887624
11195	95.37446023
11196	95.37127239
11197	95.3692519
11198	95.36741035
11199	95.36372396
11200	95.35874059
11201	95.3551419
11202	95.34803361
11203	95.34509357
11204	95.33793894
11205	95.33435034
11206	95.32978893
11207	95.32434656
11208	95.31616588
11209	95.31157458
11210	95.30804292
11211	95.30393995
11212	95.29944785
11213	95.29595061
11214	95.28985622
11215	95.28761294
11216	95.28555163
11217	95.2774561
11218	95.27234578
11219	95.26591843
11220	95.25988134
11221	95.25692665
11222	95.25184315
11223	95.24565789
11224	95.24077683
11225	95.23438701
11226	95.22653414
11227	95.2217881
11228	95.21847913
11229	95.21262973
11230	95.20963817
11231	95.20525835
11232	95.20196764
11233	95.19299993
11234	95.18935508
11235	95.18570243
11236	95.18278585
11237	95.17998592
11238	95.17562213
11239	95.17094367
11240	95.16571807
11241	95.16134738
11242	95.15678601
11243	95.1541468
11244	95.15193726
11245	95.14836337
11246	95.14144361
11247	95.13823071
11248	95.13534825
11249	95.12934039
11250	95.12605835
11251	95.12335928
11252	95.11965339
11253	95.11494642
11254	95.11244307
11255	95.11029169
11256	95.1076454
11257	95.10128932
11258	95.09776502
11259	95.09500805
11260	95.09165246
11261	95.08927093
11262	95.08319793
11263	95.07596496
11264	95.07103349
11265	95.06807226
11266	95.06509455
11267	95.05775807
11268	95.05396693
11269	95.044859
11270	95.03623734
11271	95.03089505
11272	95.02348869
11273	95.01910899
11274	95.01517779
11275	95.01102759
11276	95.00586324
11277	95.00026481
11278	94.99628358
11279	94.98901029
11280	94.98603145
11281	94.98086624
11282	94.97746123
11283	94.97458889
11284	94.97086083
11285	94.9630005
11286	94.95930688
11287	94.95389657
11288	94.94972277
11289	94.94520273
11290	94.93735522
11291	94.93480732
11292	94.92959833
11293	94.92535255
11294	94.92055457
11295	94.91068245
11296	94.9069512
11297	94.9002871
11298	94.89510792
11299	94.89034564
11300	94.8836867
11301	94.87554148
11302	94.8685685
11303	94.86294106
11304	94.85948319
11305	94.85360147
11306	94.85116681
11307	94.84398397
11308	94.83947919
11309	94.83711829
11310	94.83382435
11311	94.82689201
11312	94.82348769
11313	94.81688333
11314	94.80832471
11315	94.80523069
11316	94.80271907
11317	94.7990101
11318	94.79291364
11319	94.78912671
11320	94.78541265
11321	94.78296623
11322	94.77363646
11323	94.76676626
11324	94.76028756
11325	94.75374368
11326	94.74686817
11327	94.73950719
11328	94.73248939
11329	94.72829699
11330	94.71997578
11331	94.71760193
11332	94.71467833
11333	94.71174206
11334	94.7057838
11335	94.70159558
11336	94.69719275
11337	94.69291805
11338	94.68785538
11339	94.68601626
11340	94.68044924
11341	94.67604374
11342	94.67178647
11343	94.66799794
11344	94.66439396
11345	94.6582836
11346	94.65074537
11347	94.64671773
11348	94.64231317
11349	94.63355353
11350	94.62646321
11351	94.6234173
11352	94.61640186
11353	94.60600846
11354	94.60043608
11355	94.5963649
11356	94.59141353
11357	94.58466555
11358	94.57869718
11359	94.57538396
11360	94.57201116
11361	94.5686393
11362	94.56330254
11363	94.55865398
11364	94.55382045
11365	94.54843449
11366	94.54552196
11367	94.54192117
11368	94.5367483
11369	94.53259497
11370	94.52891192
11371	94.52652255
11372	94.52371819
11373	94.52082504
11374	94.51704151
11375	94.51069211
11376	94.50231484
11377	94.49971823
11378	94.49620944
11379	94.49348528
11380	94.49013384
11381	94.48458864
11382	94.47635264
11383	94.47308652
11384	94.46975973
11385	94.46665491
11386	94.46147229
11387	94.45866793
11388	94.45543574
11389	94.45227093
11390	94.44904608
11391	94.44490149
11392	94.4422598
11393	94.43920847
11394	94.43573492
11395	94.43129071
11396	94.42724561
11397	94.4239873
11398	94.41794956
11399	94.41468941
11400	94.41236681
11401	94.40895502
11402	94.40542663
11403	94.39762942
11404	94.39266545
11405	94.38978316
11406	94.38621566
11407	94.38343737
11408	94.38103513
11409	94.37418869
11410	94.37066648
11411	94.36596147
11412	94.35975932
11413	94.35740599
11414	94.35274599
11415	94.34893349
11416	94.34631651
11417	94.34215377
11418	94.33170871
11419	94.32603447
11420	94.32291985
11421	94.3197694
11422	94.316946
11423	94.30999389
11424	94.30518997
11425	94.30162205
11426	94.29976897
11427	94.29346422
11428	94.29096349
11429	94.28934892
11430	94.28493722
11431	94.28258494
11432	94.27575538
11433	94.27410268
11434	94.27037752
11435	94.26451943
11436	94.26116565
11437	94.25824892
11438	94.25296859
11439	94.24768772
11440	94.24391302
11441	94.24041717
11442	94.23896312
11443	94.23522642
11444	94.22899792
11445	94.22371053
11446	94.21954242
11447	94.21511575
11448	94.21097446
11449	94.20609079
11450	94.20081643
11451	94.19544832
11452	94.18857187
11453	94.18503498
11454	94.18130458
11455	94.17760089
11456	94.17127456
11457	94.16822753
11458	94.16568237
11459	94.15997807
11460	94.15782746
11461	94.15207133
11462	94.14865684
11463	94.14246594
11464	94.14043805
11465	94.13857035
11466	94.1307682
11467	94.12838732
11468	94.12241313
11469	94.11983015
11470	94.11260187
11471	94.10464259
11472	94.09797548
11473	94.0934167
11474	94.08872339
11475	94.08186641
11476	94.07713385
11477	94.07371685
11478	94.06614865
11479	94.0578118
11480	94.05243377
11481	94.04923655
11482	94.0429052
11483	94.03459519
11484	94.02840654
11485	94.023367
11486	94.01807289
11487	94.00867756
11488	94.00219509
11489	93.99915358
11490	93.99499107
11491	93.98877119
11492	93.98281758
11493	93.97522197
11494	93.96876518
11495	93.96443809
11496	93.96165379
11497	93.95512048
11498	93.95129103
11499	93.9468688
11500	93.94140835
11501	93.93812702
11502	93.93132729
11503	93.92567001
11504	93.91803577
11505	93.91568413
11506	93.91115744
11507	93.90694885
11508	93.90222545
11509	93.89867227
11510	93.89438222
11511	93.88931748
11512	93.88274371
11513	93.8799295
11514	93.87728454
11515	93.8698279
11516	93.86317968
11517	93.85980236
11518	93.85244278
11519	93.84817767
11520	93.84368491
11521	93.83813627
11522	93.8333287
11523	93.82850276
11524	93.82256575
11525	93.8196476
11526	93.81749334
11527	93.80956462
11528	93.80273406
11529	93.79709529
11530	93.79078634
11531	93.78501391
11532	93.78028807
11533	93.77637353
11534	93.77153086
11535	93.76921268
11536	93.76610164
11537	93.76173495
11538	93.75798443
11539	93.75435729
11540	93.75172542
11541	93.74652942
11542	93.74368068
11543	93.73898229
11544	93.73506517
11545	93.73013538
11546	93.72552254
11547	93.72140991
11548	93.71615005
11549	93.71012262
11550	93.70239418
11551	93.69966006
11552	93.69439461
11553	93.69127967
11554	93.6885833
11555	93.68350697
11556	93.67794178
11557	93.67147486
11558	93.66550307
11559	93.66290276
11560	93.65786074
11561	93.65278611
11562	93.64558931
11563	93.63781233
11564	93.63415985
11565	93.62718269
11566	93.61812212
11567	93.61453385
11568	93.60927255
11569	93.60573986
11570	93.60111421
11571	93.5959382
11572	93.59423043
11573	93.58693635
11574	93.5822339
11575	93.57565745
11576	93.57236861
11577	93.56735304
11578	93.56407201
11579	93.561985
11580	93.55797125
11581	93.55403047
11582	93.55079681
11583	93.54258272
11584	93.53708131
11585	93.53375846
11586	93.52644796
11587	93.52168856
11588	93.51717701
11589	93.51311229
11590	93.50974016
11591	93.50800905
11592	93.50443336
11593	93.50038626
11594	93.49815534
11595	93.49456636
11596	93.49215997
11597	93.48988578
11598	93.48550451
11599	93.48284778
11600	93.47594892
11601	93.47116695
11602	93.46682164
11603	93.46388879
11604	93.46229262
11605	93.45708721
11606	93.45144277
11607	93.44778121
11608	93.44610748
11609	93.44361275
11610	93.44010231
11611	93.4319799
11612	93.42465812
11613	93.42111453
11614	93.41307559
11615	93.41112132
11616	93.40908407
11617	93.40116635
11618	93.39788212
11619	93.39339381
11620	93.38889871
11621	93.386813
11622	93.38457783
11623	93.38106079
11624	93.37414174
11625	93.3686771
11626	93.36304491
11627	93.36035869
11628	93.35696547
11629	93.35071865
11630	93.34556487
11631	93.34015634
11632	93.33256416
11633	93.32730273
11634	93.32365928
11635	93.32026193
11636	93.31569216
11637	93.31170238
11638	93.30450906
11639	93.30118788
11640	93.29205566
11641	93.28512555
11642	93.28219657
11643	93.27710869
11644	93.27272887
11645	93.26812596
11646	93.26374333
11647	93.25836187
11648	93.25402521
11649	93.24915935
11650	93.24158555
11651	93.23735611
11652	93.22774857
11653	93.22470872
11654	93.21942297
11655	93.21514089
11656	93.20985706
11657	93.20956808
11658	93.2015247
11659	93.19720897
11660	93.19070637
11661	93.1866559
11662	93.18295806
11663	93.17981818
11664	93.17495504
11665	93.16662254
11666	93.1638984
11667	93.16100139
11668	93.15480312
11669	93.15179998
11670	93.14704421
11671	93.14240579
11672	93.138486
11673	93.13471744
11674	93.13134558
11675	93.12882429
11676	93.12613049
11677	93.12120799
11678	93.11742646
11679	93.11033526
11680	93.10524579
11681	93.10338206
11682	93.09967532
11683	93.09696867
11684	93.09261491
11685	93.08683425
11686	93.0814219
11687	93.07717196
11688	93.0731451
11689	93.06551921
11690	93.0619602
11691	93.055619
11692	93.04781828
11693	93.04543753
11694	93.04106535
11695	93.03906067
11696	93.03246838
11697	93.02983347
11698	93.02317956
11699	93.01802328
11700	93.0106404
11701	93.00303252
11702	92.99693918
11703	92.99306237
11704	92.98984565
11705	92.98803376
11706	92.98413505
11707	92.97934138
11708	92.97246376
11709	92.96894458
11710	92.96520255
11711	92.96007739
11712	92.95462299
11713	92.94909619
11714	92.94597617
11715	92.94336659
11716	92.93824876
11717	92.93558421
11718	92.93050393
11719	92.9283704
11720	92.922023
11721	92.91740049
11722	92.91392055
11723	92.90905756
11724	92.90232835
11725	92.89938405
11726	92.89470457
11727	92.88843299
11728	92.88516464
11729	92.88045708
11730	92.87446521
11731	92.86971986
11732	92.86711761
11733	92.86294834
11734	92.85987217
11735	92.85616158
11736	92.85267968
11737	92.84740004
11738	92.84356745
11739	92.83527661
11740	92.83318431
11741	92.82999782
11742	92.82612774
11743	92.82257502
11744	92.82051691
11745	92.81793418
11746	92.8127399
11747	92.80728873
11748	92.80568399
11749	92.80051871
11750	92.79737769
11751	92.78929048
11752	92.78621843
11753	92.78381497
11754	92.77858706
11755	92.77303019
11756	92.77050564
11757	92.76551213
11758	92.76075761
11759	92.75867787
11760	92.75254432
11761	92.7484645
11762	92.74540634
11763	92.74285545
11764	92.73951073
11765	92.7359114
11766	92.73368093
11767	92.73141561
11768	92.72679826
11769	92.72239846
11770	92.7171778
11771	92.71251246
