iter	Passed	Remaining
388	13817	21703
389	13847	21658
390	13876	21613
391	13913	21580
392	13941	21533
393	13968	21483
394	13997	21439
395	14025	21392
396	14055	21348
397	14082	21300
398	14108	21250
399	14134	21201
400	14159	21151
401	14186	21102
402	14214	21056
403	14227	20989
404	14270	20965
405	14297	20918
406	14323	20869
407	14349	20821
408	14376	20774
409	14404	20727
410	14435	20686
411	14468	20649
412	14503	20613
413	14530	20567
414	14556	20520
415	14584	20474
416	14610	20426
417	14636	20379
418	14663	20332
419	14690	20286
420	14721	20246
421	14764	20222
422	14791	20176
423	14817	20129
424	14843	20082
425	14869	20035
426	14895	19988
427	14908	19924
428	14934	19878
429	14960	19831
430	14987	19785
431	15016	19743
432	15046	19702
433	15074	19658
434	15101	19615
435	15120	19559
436	15148	19516
437	15176	19473
438	15204	19429
439	15232	19387
440	15261	19345
441	15311	19330
442	15343	19291
443	15379	19259
444	15389	19193
445	15421	19156
446	15451	19115
447	15472	19064
448	15505	19027
449	15535	18987
450	15565	18947
451	15593	18905
452	15622	18863
453	15650	18822
454	15679	18781
455	15708	18740
456	15742	18705
457	15796	18693
458	15826	18654
459	15848	18605
460	15880	18567
461	15922	18542
462	15952	18501
463	15982	18462
464	16008	18418
465	16039	18380
466	16071	18342
467	16105	18307
468	16128	18260
469	16169	18233
470	16194	18188
471	16224	18149
472	16253	18109
473	16284	18070
474	16328	18047
475	16370	18021
476	16398	17979
477	16426	17938
478	16460	17904
479	16490	17864
480	16520	17825
481	16548	17784
482	16578	17745
483	16605	17702
484	16631	17660
485	16644	17603
486	16670	17560
487	16696	17517
488	16726	17479
489	16761	17445
490	16794	17410
491	16825	17372
492	16876	17355
493	16904	17315
494	16933	17275
495	16962	17236
496	16990	17195
497	17019	17156
498	17033	17102
499	17066	17066
500	17095	17027
501	17123	16987
502	17151	16947
503	17180	16907
504	17212	16872
505	17236	16827
506	17267	16790
507	17290	16745
508	17318	16706
509	17371	16690
510	17409	16660
511	17441	16623
512	17477	16591
513	17511	16557
514	17542	16520
515	17583	16493
516	17614	16455
517	17643	16417
518	17673	16379
519	17700	16339
520	17736	16306
521	17767	16269
522	17801	16235
523	17839	16204
524	17868	16166
525	17896	16127
526	17940	16101
527	17969	16063
528	18004	16030
529	18037	15995
530	18065	15956
531	18093	15916
532	18128	15883
533	18156	15844
534	18184	15805
535	18212	15766
536	18257	15741
537	18288	15705
538	18331	15678
539	18361	15640
540	18419	15627
541	18454	15594
542	18469	15544
543	18501	15508
544	18531	15470
545	18577	15446
546	18606	15409
547	18633	15369
548	18661	15330
549	18702	15301
550	18731	15264
551	18764	15229
552	18799	15195
553	18831	15160
554	18859	15121
555	18887	15082
556	18915	15044
557	18948	15009
558	18983	14976
559	19025	14948
560	19073	14925
561	19103	14888
562	19130	14849
563	19158	14810
564	19185	14771
565	19217	14735
566	19247	14698
567	19277	14661
568	19308	14625
569	19336	14587
570	19364	14548
571	19389	14508
572	19440	14487
573	19467	14447
574	19514	14423
575	19545	14388
576	19573	14349
577	19602	14311
578	19632	14275
579	19663	14239
580	19694	14202
581	19722	14165
582	19752	14128
583	19781	14091
584	19810	14053
585	19837	14015
586	19866	13977
587	19908	13949
588	19923	13902
589	19954	13866
590	19983	13829
591	20014	13793
592	20043	13756
593	20072	13719
594	20097	13679
595	20123	13640
596	20150	13602
597	20158	13551
598	20184	13512
599	20211	13474
600	20240	13437
601	20269	13400
602	20297	13363
603	20324	13325
604	20352	13288
605	20380	13250
606	20409	13214
607	20462	13192
608	20490	13155
609	20522	13121
610	20564	13092
611	20594	13056
612	20621	13019
613	20647	12980
614	20656	12931
615	20683	12893
616	20711	12856
617	20741	12820
618	20773	12786
619	20800	12748
620	20828	12711
621	20854	12673
622	20880	12635
623	20922	12606
624	20966	12580
625	20996	12544
626	21024	12507
627	21052	12470
628	21090	12439
629	21118	12403
630	21146	12366
631	21174	12329
632	21202	12292
633	21228	12254
634	21245	12211
635	21270	12173
636	21300	12138
637	21341	12109
638	21371	12073
639	21401	12038
640	21430	12002
641	21458	11965
642	21510	11943
643	21540	11907
644	21568	11871
645	21598	11835
646	21635	11804
647	21660	11766
648	21687	11729
649	21717	11693
650	21753	11661
651	21779	11624
652	21806	11587
653	21838	11553
654	21865	11517
655	21895	11481
656	21924	11446
657	21958	11413
658	21999	11383
659	22037	11352
660	22068	11318
661	22100	11284
662	22137	11252
663	22176	11221
664	22206	11186
665	22233	11149
666	22260	11113
667	22286	11076
668	22311	11039
669	22337	11002
670	22364	10965
671	22390	10928
672	22416	10891
673	22443	10855
674	22456	10812
675	22482	10775
676	22530	10749
677	22560	10714
678	22590	10679
679	22619	10644
680	22646	10608
681	22672	10571
682	22698	10534
683	22730	10501
684	22740	10457
685	22766	10420
686	22793	10384
687	22802	10340
688	22827	10303
689	22854	10267
690	22880	10231
691	22906	10195
692	22932	10158
693	22958	10122
694	22987	10088
695	23016	10053
696	23042	10017
697	23069	9981
698	23095	9945
699	23121	9909
700	23147	9873
701	23174	9837
702	23201	9801
703	23227	9765
704	23253	9730
705	23279	9694
706	23306	9658
707	23331	9622
708	23357	9586
709	23388	9553
710	23418	9519
711	23456	9487
712	23487	9454
713	23518	9420
714	23571	9395
715	23599	9360
716	23625	9324
717	23651	9289
718	23678	9254
719	23710	9220
720	23736	9185
721	23762	9149
722	23788	9114
723	23814	9078
724	23840	9042
725	23857	9003
726	23882	8968
727	23911	8933
728	23937	8898
729	23964	8863
730	23991	8828
731	24041	8802
732	24073	8768
733	24098	8733
734	24124	8697
735	24150	8662
736	24175	8627
737	24204	8593
738	24233	8558
739	24260	8524
740	24289	8489
741	24303	8450
742	24331	8416
743	24359	8381
744	24378	8344
745	24410	8311
746	24445	8279
747	24477	8246
748	24505	8212
749	24530	8176
750	24555	8141
751	24604	8114
752	24637	8081
753	24683	8053
754	24795	8046
755	24867	8026
756	24945	8007
757	25021	7988
758	25083	7964
759	25169	7948
760	25230	7923
761	25346	7916
762	25418	7895
763	25502	7877
764	25582	7858
765	25641	7833
766	25743	7820
767	25798	7793
768	25838	7761
769	25882	7731
770	25926	7700
771	25967	7669
772	26009	7637
773	26053	7607
774	26102	7578
775	26151	7548
776	26193	7517
777	26243	7488
778	26298	7460
779	26344	7430
780	26365	7393
781	26411	7362
782	26454	7331
783	26499	7300
784	26538	7268
785	26588	7239
786	26629	7207
787	26673	7176
788	26711	7143
789	26785	7120
790	26818	7086
791	26861	7054
792	26900	7021
793	26950	6992
794	27000	6962
795	27047	6931
796	27090	6900
797	27132	6868
798	27172	6835
799	27194	6798
800	27223	6763
801	27252	6728
802	27280	6692
803	27310	6657
804	27340	6622
805	27372	6588
806	27406	6554
807	27437	6519
808	27466	6484
809	27503	6451
810	27549	6420
811	27581	6385
812	27609	6350
813	27649	6317
814	27678	6282
815	27708	6247
816	27735	6212
817	27764	6177
818	27827	6149
819	27854	6114
820	27885	6079
821	27916	6045
822	27944	6010
823	27974	5975
824	28008	5941
825	28034	5905
826	28060	5869
827	28086	5834
828	28117	5799
829	28149	5765
830	28177	5730
831	28205	5695
832	28235	5660
833	28266	5626
834	28301	5592
835	28335	5558
836	28373	5525
837	28398	5490
838	28463	5462
839	28526	5433
840	28583	5404
841	28618	5370
842	28649	5335
843	28676	5300
844	28706	5265
845	28733	5230
846	28761	5195
847	28791	5160
848	28821	5126
849	28879	5096
850	28909	5061
851	28941	5027
852	28970	4992
853	29002	4958
854	29040	4925
855	29074	4891
856	29103	4856
857	29134	4821
858	29166	4787
859	29179	4750
860	29208	4715
861	29240	4681
862	29266	4645
863	29291	4610
864	29317	4575
865	29343	4540
866	29352	4502
867	29378	4467
868	29405	4432
869	29431	4397
870	29468	4364
871	29503	4330
872	29535	4296
873	29565	4262
874	29583	4226
875	29607	4191
876	29640	4157
877	29669	4122
878	29708	4089
879	29736	4054
880	29788	4023
881	29816	3989
882	29846	3954
883	29874	3920
884	29941	3890
885	29967	3855
886	29976	3818
887	30002	3784
888	30023	3748
889	30050	3714
890	30077	3679
891	30104	3644
892	30133	3610
893	30166	3576
894	30195	3542
895	30223	3508
896	30252	3473
897	30280	3439
898	30308	3405
899	30337	3370
900	30382	3338
901	30418	3304
902	30488	3275
903	30553	3244
904	30595	3211
905	30625	3177
906	30691	3147
907	30738	3114
908	30765	3079
909	30796	3045
910	30824	3011
911	30853	2977
912	30881	2942
913	31063	2922
914	31085	2887
915	31116	2853
916	31173	2821
917	31200	2786
918	31250	2754
919	31267	2718
920	31294	2684
921	31322	2649
922	31349	2615
923	31376	2580
924	31403	2546
925	31434	2512
926	31460	2477
927	31487	2443
928	31519	2408
929	31552	2374
930	31583	2340
931	31610	2306
932	31641	2272
933	31655	2236
934	31684	2202
935	31715	2168
936	31735	2133
937	31766	2099
938	31794	2065
939	31821	2031
940	31847	1996
941	31892	1963
942	31921	1929
943	31949	1895
944	31975	1861
945	32011	1827
946	32037	1793
947	32126	1762
948	32156	1728
949	32186	1694
950	32217	1660
951	32265	1626
952	32314	1593
953	32346	1559
954	32374	1525
955	32403	1491
956	32433	1457
957	32462	1423
958	32488	1388
959	32515	1354
960	32553	1321
961	32583	1287
962	32616	1253
963	32648	1219
964	32683	1185
965	32717	1151
966	32746	1117
967	32776	1083
968	32807	1049
969	32824	1015
970	32858	981
971	32888	947
972	32916	913
973	32947	879
974	32977	845
975	33004	811
976	33030	777
977	33058	743
978	33084	709
979	33109	675
980	33136	641
981	33197	608
982	33223	574
983	33245	540
984	33275	506
985	33302	472
986	33329	438
987	33357	405
988	33383	371
989	33409	337
990	33435	303
991	33461	269
992	33491	236
993	33522	202
994	33531	168
995	33560	134
996	33590	101
997	33622	67
998	33657	33
999	33691	0
