iter	MAE
648	0.2773791586
649	0.2771043331
650	0.2769220678
651	0.276683102
652	0.2764940867
653	0.2762728622
654	0.2760440516
655	0.2757980034
656	0.2756492247
657	0.2754117933
658	0.2751822609
659	0.2749303826
660	0.2747442589
661	0.2746081091
662	0.2743937648
663	0.2741408061
664	0.2740099765
665	0.2738484899
666	0.2736443841
667	0.273375298
668	0.2731120549
669	0.2729686585
670	0.2727723945
671	0.2724911813
672	0.2722587362
673	0.272047176
674	0.2719728228
675	0.2717412874
676	0.2715242913
677	0.271358662
678	0.2711790975
679	0.2709676144
680	0.2707691118
681	0.2705808368
682	0.2703717937
683	0.2702204541
684	0.2700960634
685	0.2698712263
686	0.2696221295
687	0.2694904778
688	0.2692628818
689	0.2690319462
690	0.2688554127
691	0.2686450156
692	0.2683923629
693	0.2682107662
694	0.2680304728
695	0.2678400179
696	0.2677254595
697	0.2675439904
698	0.2674490831
699	0.267234245
700	0.267036407
701	0.2668595417
702	0.2666840468
703	0.2665144892
704	0.2663378629
705	0.2662019414
706	0.2660916632
707	0.2659398034
708	0.2657902271
709	0.2656153717
710	0.2653912527
711	0.2651787224
712	0.2649988112
713	0.2648321297
714	0.2646710312
715	0.2644981351
716	0.2642531108
717	0.2640248469
718	0.2639059797
719	0.2637049166
720	0.263547113
721	0.2634082365
722	0.2632241881
723	0.2630976727
724	0.2629391223
725	0.2627935011
726	0.2625842439
727	0.2623675537
728	0.2622099344
729	0.2620217935
730	0.2618740382
731	0.2616496021
732	0.2615177938
733	0.2613900029
734	0.2612006947
735	0.2610226644
736	0.2608872422
737	0.2607455468
738	0.2605904956
739	0.2604029457
740	0.2602993104
741	0.2602027837
742	0.2600743299
743	0.2599327038
744	0.259894643
745	0.2597062832
746	0.2595262873
747	0.2593760272
748	0.2592011796
749	0.2590757048
750	0.2588803986
751	0.2587513792
752	0.2585654302
753	0.2583388914
754	0.2582389541
755	0.2580793114
756	0.2579047723
757	0.2577767622
758	0.2576168145
759	0.2575109005
760	0.2573891866
761	0.2572809687
762	0.2571545049
763	0.2570218554
764	0.2568458744
765	0.2566671782
766	0.2565558383
767	0.2564573104
768	0.2563694163
769	0.2561862899
770	0.2560049749
771	0.2558471988
772	0.2557086445
773	0.2555107994
774	0.255327492
775	0.2552058509
776	0.2550682059
777	0.2549285343
778	0.2548424031
779	0.2547374175
780	0.2547182572
781	0.2545623782
782	0.2544189639
783	0.2542759599
784	0.2541503198
785	0.2540296936
786	0.2538676764
787	0.2537320963
788	0.2535647618
789	0.2534656563
790	0.2533300924
791	0.2532853745
792	0.253173986
793	0.2530177574
794	0.2529002571
795	0.2527773073
796	0.2526298354
797	0.2525027656
798	0.2524310808
799	0.2523560326
800	0.2522229207
801	0.2521567946
802	0.2520605667
803	0.2519174053
804	0.251781691
805	0.2516435171
806	0.2515164045
807	0.2513850973
808	0.2513275385
809	0.251183532
810	0.2510334138
811	0.2509320905
812	0.2508575537
813	0.2506842515
814	0.2505355199
815	0.2503907496
816	0.2502622656
817	0.2501631996
818	0.2500738824
819	0.2499101048
820	0.249783382
821	0.2496276658
822	0.2495337519
823	0.249412495
824	0.249308044
825	0.2491620187
826	0.2490118649
827	0.2488850602
828	0.2487304429
829	0.2485564636
830	0.2484352898
831	0.2482739885
832	0.2481443338
833	0.2480126379
834	0.2478735066
835	0.247766407
836	0.2476799421
837	0.2475854228
838	0.2474893792
839	0.2473357859
840	0.2471860156
841	0.2470961857
842	0.2469399257
843	0.2468365703
844	0.2466803614
845	0.2465514205
846	0.2464776932
847	0.2463698277
848	0.2462459631
849	0.2460993064
850	0.2459154217
851	0.245812344
852	0.2456963326
853	0.2455497732
854	0.2454579292
855	0.2452900262
856	0.2451768541
857	0.2450570939
858	0.2449777243
859	0.2449518095
860	0.2448573523
861	0.2448067237
862	0.2446760237
863	0.2445887363
864	0.2444942532
865	0.2443675802
866	0.2443114476
867	0.2442022088
868	0.2440619279
869	0.243939995
870	0.2437958807
871	0.2437137247
872	0.2436093508
873	0.2435278724
874	0.2434815702
875	0.2433932763
876	0.2432549761
877	0.2431354021
878	0.2429967468
879	0.2428602698
880	0.2427463335
881	0.2426157992
882	0.2425342274
883	0.2423845121
884	0.2422027471
885	0.242088171
886	0.2420634758
887	0.2419552716
888	0.2418712996
889	0.2418062761
890	0.2417429412
891	0.241615923
892	0.2415556594
893	0.2414178277
894	0.241359234
895	0.2412372925
896	0.2410441463
897	0.2409556529
898	0.2408682744
899	0.240765146
900	0.2406729413
901	0.2405956812
902	0.2404935084
903	0.240354303
904	0.2402486173
905	0.240210962
906	0.2401236126
907	0.2399914595
908	0.2398926971
909	0.2398008341
910	0.2396895437
911	0.2395621645
912	0.2394601863
913	0.2393499309
914	0.239252165
915	0.2391373544
916	0.2390250983
917	0.2389351587
918	0.2388372515
919	0.2387701562
920	0.238651171
921	0.2385582422
922	0.2384398839
923	0.23835491
924	0.2382237952
925	0.2380886444
926	0.2379573541
927	0.2378595766
928	0.2376978384
929	0.2375868758
930	0.2374687449
931	0.2374109083
932	0.2372949072
933	0.2372340681
934	0.2371111993
935	0.2369960854
936	0.2369032857
937	0.2367675767
938	0.2366841394
939	0.2365565357
940	0.2363958297
941	0.2362736046
942	0.2361794543
943	0.236043474
944	0.2359773733
945	0.2358613322
946	0.2357778691
947	0.2357157365
948	0.235641651
949	0.2355151274
950	0.2354018098
951	0.2352557702
952	0.2351944557
953	0.2350558253
954	0.2349662788
955	0.2348486414
956	0.2347650513
957	0.2346775237
958	0.2346144626
959	0.2344470419
960	0.2343509799
961	0.2342770491
962	0.2341674056
963	0.2340834389
964	0.2339999162
965	0.2339179879
966	0.2338381282
967	0.2337695724
968	0.2336293838
969	0.233555576
970	0.2335013799
971	0.2334799814
972	0.2334072232
973	0.233289507
974	0.2332136139
975	0.2331209675
976	0.2330655354
977	0.2330132648
978	0.2329226964
979	0.2328174722
980	0.232694958
981	0.2325764412
982	0.2324142045
983	0.232379323
984	0.2322653715
985	0.2321941566
986	0.2321268324
987	0.2320300348
988	0.2318982055
989	0.2318075302
990	0.2316844485
991	0.2315760328
992	0.2315170993
993	0.2313710813
994	0.2313504458
995	0.2312374803
996	0.2311840182
997	0.2310970379
998	0.2310518779
999	0.230946984
